feature,target,spearman,abs_spearman
hist_g_4,Dry_Total_g,-0.22429762839254172,0.22429762839254172
exg_std,Dry_Clover_g,-0.2204381131760538,0.2204381131760538
green_pixel_ratio,Dry_Dead_g,-0.21922142969193092,0.21922142969193092
hist_g_4,GDM_g,-0.2147471130738415,0.2147471130738415
saturation_std,Dry_Dead_g,0.21396833726669268,0.21396833726669268
brightness_std,Dry_Dead_g,0.21292912047445134,0.21292912047445134
hist_r_3,Dry_Total_g,-0.21033333590490252,0.21033333590490252
hist_gray_3,Dry_Clover_g,0.2094079235893779,0.2094079235893779
vegetation_coverage_exg,Dry_Clover_g,0.20470371173878005,0.20470371173878005
exg_mean,Dry_Clover_g,0.20256355067920662,0.20256355067920662
hist_r_1,Dry_Total_g,0.20246210429122616,0.20246210429122616
hist_exg_3,Dry_Clover_g,-0.2023174388227373,0.2023174388227373
hist_b_6,Dry_Dead_g,0.20194702361733502,0.20194702361733502
hist_r_5,GDM_g,-0.20134914892240086,0.20134914892240086
texture_sobel_mean,Dry_Green_g,0.19277894190280354,0.19277894190280354
hist_exg_4,Dry_Clover_g,-0.1916294653505959,0.1916294653505959
green_pixel_ratio,Dry_Clover_g,0.18706964181445868,0.18706964181445868
hist_gray_7,GDM_g,0.18696219564750843,0.18696219564750843
hist_gray_0,GDM_g,0.18583149389313808,0.18583149389313808
hist_gray_6,Dry_Dead_g,0.18579841915986303,0.18579841915986303
hist_gray_0,Dry_Green_g,0.18492980046671922,0.18492980046671922
hist_r_4,Dry_Total_g,-0.18481324442221642,0.18481324442221642
hist_r_7,Dry_Total_g,0.18477446419967458,0.18477446419967458
hist_r_2,Dry_Dead_g,-0.18473662405651103,0.18473662405651103
hist_exg_6,Dry_Clover_g,0.18410666788405217,0.18410666788405217
hist_exg_2,Dry_Clover_g,-0.1805223180533085,0.1805223180533085
hist_gray_4,Dry_Total_g,-0.18026670323907962,0.18026670323907962
hist_exg_0,Dry_Dead_g,-0.1788273551133245,0.1788273551133245
hist_gray_4,GDM_g,-0.1761739049936101,0.1761739049936101
hist_r_1,Dry_Green_g,0.17257867944491126,0.17257867944491126
hist_r_3,Dry_Green_g,-0.1685703505170798,0.1685703505170798
hist_b_4,Dry_Total_g,-0.1675079071728954,0.1675079071728954
hist_r_3,Dry_Clover_g,0.16625556494678637,0.16625556494678637
hist_r_3,GDM_g,-0.1646270791653817,0.1646270791653817
hist_b_6,Dry_Green_g,0.16359194200851965,0.16359194200851965
hist_g_4,Dry_Green_g,-0.16252667794562953,0.16252667794562953
hist_g_7,Dry_Clover_g,-0.16101839185235614,0.16101839185235614
hist_gray_1,Dry_Total_g,0.15860514883933086,0.15860514883933086
hist_gray_0,Dry_Clover_g,-0.15654546129660452,0.15654546129660452
hist_g_0,Dry_Total_g,0.15587220678923414,0.15587220678923414
hist_exg_7,Dry_Clover_g,0.15359495811448212,0.15359495811448212
texture_sobel_mean,Dry_Clover_g,-0.15254284239847102,0.15254284239847102
hist_gray_1,GDM_g,0.15116705121440255,0.15116705121440255
hist_g_7,Dry_Dead_g,0.14892458852363097,0.14892458852363097
hist_b_5,Dry_Dead_g,0.14878618217153552,0.14878618217153552
hist_b_5,GDM_g,-0.148166903177853,0.148166903177853
hist_r_5,Dry_Clover_g,-0.1476565522305293,0.1476565522305293
hist_exg_0,Dry_Clover_g,-0.14679981382056093,0.14679981382056093
hist_g_0,Dry_Dead_g,0.14661085125828854,0.14661085125828854
texture_sobel_mean,Dry_Total_g,0.14311958569193214,0.14311958569193214
hist_exg_1,Dry_Green_g,0.14133296165979747,0.14133296165979747
hist_exg_1,Dry_Clover_g,-0.14031974731999772,0.14031974731999772
hist_g_2,Dry_Green_g,-0.13798626052733204,0.13798626052733204
hist_exg_1,GDM_g,0.1371913057276649,0.1371913057276649
hist_b_7,Dry_Green_g,0.13701492414299335,0.13701492414299335
exg_std,Dry_Dead_g,0.13545778499249936,0.13545778499249936
hist_r_6,GDM_g,-0.1325624313321519,0.1325624313321519
hist_exg_0,Dry_Green_g,0.13171735022271353,0.13171735022271353
hist_g_5,Dry_Green_g,0.13135798666609885,0.13135798666609885
exg_std,Dry_Green_g,0.13094161654330025,0.13094161654330025
hist_g_1,Dry_Clover_g,-0.1266874612752589,0.1266874612752589
exg_std,Dry_Total_g,0.125168333784403,0.125168333784403
hist_r_4,Dry_Green_g,-0.12336923365665936,0.12336923365665936
hist_g_4,Dry_Clover_g,0.1195397885063721,0.1195397885063721
hist_exg_4,Dry_Total_g,-0.11924585937139869,0.11924585937139869
hist_g_3,Dry_Clover_g,0.11897590162322105,0.11897590162322105
hist_b_6,Dry_Total_g,0.11600419879115843,0.11600419879115843
hist_gray_5,Dry_Green_g,0.11405713499777041,0.11405713499777041
hist_r_2,Dry_Clover_g,0.11385690442860037,0.11385690442860037
hist_gray_4,Dry_Green_g,-0.1136031391808528,0.1136031391808528
hist_exg_2,Dry_Dead_g,-0.11312871553621644,0.11312871553621644
texture_laplacian_var,Dry_Green_g,0.11169944855743347,0.11169944855743347
hist_gray_4,Dry_Clover_g,0.1105839311151207,0.1105839311151207
hist_r_1,Dry_Dead_g,-0.1089511657722512,0.1089511657722512
texture_laplacian_var,Dry_Clover_g,-0.10836000988853307,0.10836000988853307
hist_exg_0,GDM_g,0.10708690200787904,0.10708690200787904
hist_b_4,Dry_Dead_g,0.1062057337866553,0.1062057337866553
exg_std,GDM_g,0.10095181390590278,0.10095181390590278
hist_gray_2,Dry_Green_g,-0.09664368177272996,0.09664368177272996
hist_exg_5,Dry_Dead_g,-0.09248567576818068,0.09248567576818068
texture_laplacian_var,GDM_g,-0.09157682111761223,0.09157682111761223
hist_b_1,GDM_g,0.08988123802361626,0.08988123802361626
hist_r_7,Dry_Green_g,0.0889073478407086,0.0889073478407086
saturation_std,Dry_Clover_g,-0.0888917463555944,0.0888917463555944
hist_gray_1,Dry_Green_g,0.08877772912687616,0.08877772912687616
hist_gray_5,Dry_Dead_g,0.08610937711875487,0.08610937711875487
hist_r_3,Dry_Dead_g,-0.08451948544051173,0.08451948544051173
hist_g_0,Dry_Green_g,0.08448463307462525,0.08448463307462525
brightness_mean,Dry_Green_g,0.08111404582066115,0.08111404582066115
hist_gray_3,Dry_Dead_g,-0.07937129817303362,0.07937129817303362
hist_exg_5,Dry_Clover_g,0.07903585658926031,0.07903585658926031
exg_mean,Dry_Dead_g,-0.07881789651662253,0.07881789651662253
hist_b_2,Dry_Dead_g,-0.078789925335817,0.078789925335817
hist_g_1,Dry_Total_g,0.07848602160069289,0.07848602160069289
hist_b_4,Dry_Green_g,-0.077514669137869,0.077514669137869
hist_r_6,Dry_Total_g,0.07662768504952464,0.07662768504952464
hist_r_4,Dry_Dead_g,0.07596392030349948,0.07596392030349948
hist_gray_0,Dry_Dead_g,0.0742197049878767,0.0742197049878767
hist_r_0,Dry_Dead_g,-0.07366762350557368,0.07366762350557368
hist_r_2,GDM_g,0.07296122680400526,0.07296122680400526
hist_g_2,GDM_g,-0.07262640556676495,0.07262640556676495
hist_g_5,GDM_g,0.07196269730090024,0.07196269730090024
hist_b_0,Dry_Clover_g,0.06811669042900868,0.06811669042900868
hist_b_0,Dry_Dead_g,0.06774163149241659,0.06774163149241659
hist_r_5,Dry_Total_g,-0.06733583480158105,0.06733583480158105
hist_b_1,Dry_Total_g,0.06476256261173122,0.06476256261173122
hist_g_1,Dry_Dead_g,0.06340807255372577,0.06340807255372577
hist_b_5,Dry_Green_g,0.062472140540636455,0.062472140540636455
hist_g_6,Dry_Clover_g,-0.060012145924774045,0.060012145924774045
hist_exg_6,Dry_Dead_g,-0.059805431911080544,0.059805431911080544
brightness_mean,Dry_Dead_g,0.059202894004627485,0.059202894004627485
hist_b_7,GDM_g,0.05837471526439892,0.05837471526439892
hist_exg_1,Dry_Total_g,0.0581244994516349,0.0581244994516349
vegetation_coverage_exg,Dry_Dead_g,-0.05161530199075452,0.05161530199075452
hist_g_5,Dry_Clover_g,0.05130839741063987,0.05130839741063987
hist_exg_0,Dry_Total_g,0.05117179942709374,0.05117179942709374
hist_r_4,Dry_Clover_g,0.05065147021117666,0.05065147021117666
hist_gray_1,Dry_Clover_g,-0.04981937328013183,0.04981937328013183
saturation_mean,Dry_Dead_g,0.0495230679545339,0.0495230679545339
hist_gray_2,Dry_Clover_g,0.04758968999233172,0.04758968999233172
hist_g_0,GDM_g,0.04731050938489488,0.04731050938489488
hist_exg_2,GDM_g,-0.04674617235248448,0.04674617235248448
hist_exg_3,Dry_Dead_g,0.04626147726452774,0.04626147726452774
hist_exg_7,Dry_Dead_g,-0.044524795195294564,0.044524795195294564
hist_b_3,Dry_Clover_g,-0.04333771553095901,0.04333771553095901
hist_r_5,Dry_Green_g,-0.043012301299114104,0.043012301299114104
hist_gray_2,Dry_Dead_g,-0.041198847908595425,0.041198847908595425
hist_exg_2,Dry_Total_g,-0.04080582463957715,0.04080582463957715
hist_g_2,Dry_Dead_g,0.03877882765182843,0.03877882765182843
hist_b_1,Dry_Green_g,-0.03649942217780491,0.03649942217780491
hist_r_0,Dry_Clover_g,-0.036243759478666746,0.036243759478666746
hist_r_2,Dry_Total_g,-0.03251381204360097,0.03251381204360097
hist_gray_5,Dry_Total_g,0.0312357105014924,0.0312357105014924
texture_laplacian_var,Dry_Total_g,0.030977504329353815,0.030977504329353815
hist_g_5,Dry_Dead_g,0.03073805933414075,0.03073805933414075
hist_r_2,Dry_Green_g,-0.030232366822459486,0.030232366822459486
hist_gray_5,Dry_Clover_g,-0.02759703551725529,0.02759703551725529
hist_g_5,Dry_Total_g,0.027574041989044628,0.027574041989044628
hist_b_5,Dry_Total_g,-0.026584808825739298,0.026584808825739298
brightness_mean,Dry_Clover_g,-0.02489530774517266,0.02489530774517266
hist_g_2,Dry_Clover_g,-0.024101038165966527,0.024101038165966527
hist_gray_5,GDM_g,0.023798415223645012,0.023798415223645012
texture_sobel_mean,GDM_g,0.02284801736481212,0.02284801736481212
hist_exg_2,Dry_Green_g,0.020991724360052647,0.020991724360052647
hist_gray_2,GDM_g,-0.02056348208261545,0.02056348208261545
hist_b_6,GDM_g,-0.019589379834053768,0.019589379834053768
hist_b_3,Dry_Dead_g,0.019084244413069874,0.019084244413069874
hist_g_3,Dry_Dead_g,-0.018325586738628555,0.018325586738628555
hist_r_6,Dry_Green_g,0.017694166674306688,0.017694166674306688
hist_gray_2,Dry_Total_g,-0.01706072689874733,0.01706072689874733
hist_g_6,Dry_Dead_g,0.01566532611161365,0.01566532611161365
brightness_mean,GDM_g,-0.015182867547502475,0.015182867547502475
hist_gray_4,Dry_Dead_g,0.014203950070882232,0.014203950070882232
hist_r_7,GDM_g,-0.013417517385429059,0.013417517385429059
hist_g_1,Dry_Green_g,-0.013044155461154835,0.013044155461154835
hist_g_1,GDM_g,0.01258329156309868,0.01258329156309868
hist_b_1,Dry_Dead_g,-0.012530911550555445,0.012530911550555445
brightness_mean,Dry_Total_g,-0.011735495601569364,0.011735495601569364
hist_g_2,Dry_Total_g,-0.00828185239465215,0.00828185239465215
hist_g_4,Dry_Dead_g,-0.005680986190146743,0.005680986190146743
hist_r_1,Dry_Clover_g,0.005200477052041539,0.005200477052041539
hist_gray_1,Dry_Dead_g,-0.002637631887391899,0.002637631887391899
width,Dry_Green_g,,
width,Dry_Dead_g,,
width,Dry_Clover_g,,
width,GDM_g,,
width,Dry_Total_g,,
height,Dry_Green_g,,
height,Dry_Dead_g,,
height,Dry_Clover_g,,
height,GDM_g,,
height,Dry_Total_g,,
aspect_ratio,Dry_Green_g,,
aspect_ratio,Dry_Dead_g,,
aspect_ratio,Dry_Clover_g,,
aspect_ratio,GDM_g,,
aspect_ratio,Dry_Total_g,,
