model,cv_weighted_r2,fold_0,fold_1,fold_2,fold_3,fold_4
LightGBM_metadata,0.7110178822636026,0.5647050216156716,0.7739227792433068,0.7627226323147475,0.7580646399201374,0.71469795324638
CatBoost_metadata,0.6683254731113761,0.5631500944411035,0.6814008471653716,0.6898076306791925,0.7109253000218296,0.7121733851728589
